id,run_type,exe_time,err
20676218,native,20723640.807174888,
20678679,native,63906703.121212125,
20677062,native,55080075.0,
20676921,native,38053191.27272727,
20679125,native,36292406.640625,
20676148,native,30674214.851612903,
20678750,native,26416746.475409836,
20678691,native,49474563.91208791,
20676546,native,37146610.0078125,
20675750,native,19528218.6484375,
20675526,native,35228792.03623188,
20675515,native,4220118.650082919,
20676593,native,12808032.630379748,
20675937,native,45725039.300970875,
20675520,native,43493931.477477476,
20675503,native,22154638.04,
20676241,native,50453116.2,
20675609,native,27652941.47513812,
20675375,native,24781304.172413792,
20675656,native,64163850.77333333,
20677015,native,26175672.067357514,
20679875,native,35158004.28368794,
20676968,native,69645574.8,
20675703,native,56267261.54651163,
20676991,native,51467373.43157895,
20675585,native,40306894.19008265,
20675468,native,49602562.01,
20678703,native,59080051.96296296,
20678609,native,34279341.08275862,
20675843,native,54990265.82417583,
20678375,native,55652884.22093023,
20676125,native,46840464.2962963,
20675679,native,51393926.291666664,
20677625,native,13478903.762626262,
20677250,native,53465942.27472527,
20675562,native,18824106.014035087,
20676875,native,18978985.113879003,
20678656,native,39852009.76,
20676312,native,50328933.74257426,
20676687,native,52855646.395833336,
20675491,native,51590099.27551021,
20678468,native,66774429.346666664,
20678562,native,42546488.81300813,
20676500,native,4415571.787351779,
20676265,native,53390997.969387755,
20676171,native,67280959.86666666,
20675538,native,59413561.12222222,
20675375,aot,24065248.429268293,
20676969,native,42779830.6875,
20676547,native,31420858.13986014,
20676149,native,33110370.227586206,
20677063,native,35657467.77622378,
20676313,native,36715366.57723577,
20675657,native,18611587.42857143,
20676922,native,43967666.948275864,
20678680,native,62413043.10843374,
20679126,native,31310217.060606062,
20675504,native,26501783.61658031,
20678692,native,48409192.352380954,
20676992,native,39209630.768,
20678751,native,44461809.35652174,
20675938,native,37091651.4057971,
20675610,native,29501761.18128655,
20675751,native,3878501.9817518247,
20675521,native,45002580.60869565,
20675844,native,5516366.867456896,
20675469,native,44722960.451327436,
20676219,native,60075581.88888889,
20676242,native,37008046.92142857,
20678610,native,35482519.0,
20675527,native,54445975.4375,
20678469,native,48371570.64356436,
20675492,native,29904812.94578313,
20676126,native,40525608.4047619,
20679876,native,52866433.06122449,
20677016,native,61323443.1686747,
20678704,native,42506797.12195122,
20676876,native,46458406.17272727,
20675704,native,45518860.11304348,
20678376,native,39108475.073529415,
20675563,native,46234728.3963964,
20675586,native,38501026.319148935,
20676172,native,41977443.89830509,
20678563,native,52812634.578947365,
20676266,native,52396058.93684211,
20676594,native,63564079.90588235,
20677251,native,34329909.32258064,
20678657,native,19669863.17948718,
20676688,native,48009619.333333336,
20675376,native,58124278.979166664,
20675680,native,61959442.18604651,
20675539,native,46114708.69369369,
20677626,native,71879095.19178082,
20675516,native,82105906.73529412,
20676501,native,69780774.77464789,
20675376,aot,45171880.054545455,
20676548,native,27473448.52486188,
20676970,native,36327175.29787234,
20675528,native,39851040.89189189,
20676877,native,4209.611698414282,
20675611,native,39519057.56896552,
20678752,native,44202030.16981132,
20679127,native,15130668.733333332,
20677064,native,29699552.807017542,
20676923,native,39902261.17460317,
20675587,native,26285040.45614035,
20678693,native,37789256.29007634,
20675939,native,34153793.6,
20678470,native,62106213.4,
20676150,native,30223270.210227273,
20676993,native,49584526.02,
20678705,native,29832360.64556962,
20675522,native,29330785.92982456,
20676243,native,50282419.947916664,
20678681,native,39670986.71755725,
20676314,native,48534409.833333336,
20675493,native,22736933.927272726,
20678611,native,33387440.055172414,
20676173,native,41478989.619469024,
20675505,native,66195394.75,
20675658,native,51349566.64356436,
20675845,native,58661143.62790698,
20675752,native,79245947.26666667,
20676689,native,34702715.95,
20675540,native,37068991.746031746,
20675470,native,58288199.255555555,
20675705,native,4808797.557816836,
20676267,native,35833107.82978723,
20676220,native,53829110.21875,
20678377,native,56176560.5,
20675377,native,38784311.0390625,
20677252,native,23706612.126696832,
20676127,native,61073195.011764705,
20675681,native,33270491.38410596,
20676595,native,52375145.11,
20677017,native,58719734.84946237,
20675564,native,42296330.824,
20678658,native,73780776.73529412,
20678564,native,40906190.41984733,
20677627,native,44923508.86486486,
20675517,native,35460723.22377622,
20679877,native,69785888.775,
20676502,native,47389650.46226415,
20675377,aot,35948031.35460993,
20676971,native,40345679.43220339,
20675612,native,25071168.867021278,
20675529,native,40279962.125,
20676878,native,52134041.43157895,
20676549,native,62856457.34939759,
20678753,native,25304492.75252525,
20676924,native,20862444.30472103,
20675940,native,32194233.092715234,
20678694,native,34719893.758865245,
20676315,native,23061227.746478874,
20678471,native,35046742.19580419,
20678706,native,23146885.146788992,
20677065,native,50197014.910891086,
20678682,native,31144503.8875,
20675523,native,59654805.45,
20675753,native,50468412.71428572,
20679128,native,56310672.08791209,
20676174,native,48909242.65,
20676151,native,37007461.928571425,
20678612,native,35137026.11888112,
20675588,native,62438713.823529415,
20675494,native,60688746.345679015,
20675506,native,43280893.618644066,
20675471,native,35677217.666666664,
20676244,native,72921044.77464789,
20676994,native,41844285.47692308,
20675659,native,42690706.75,
20675846,native,58690951.31764706,
20677253,native,52494582.37209302,
20676221,native,30450308.327272728,
20676268,native,42017650.94214876,
20676690,native,49491849.97029703,
20678378,native,48915901.25742574,
20675541,native,51207410.25242718,
20676128,native,32732206.561643835,
20675706,native,73712408.35,
20678659,native,35600091.58646616,
20677628,native,49555097.760416664,
20678565,native,53473272.472527474,
20676596,native,17940945.0,
20675682,native,44659498.234234236,
20677018,native,50309539.11,
20675518,native,43426769.26724138,
20675378,native,57417831.755555555,
20676503,native,39927753.128,
20679878,native,23428709.431111112,
20675565,native,38737923.8962963,
