block_num,run_type,exe_time
19092663,native,44672.04896
19755143,jit,52450.98513
19755143,aot,52403.40472
19755143,native,52375.78173
19336389,jit,45572.80898
19336389,aot,45648.80127
19336389,native,45476.202
20104618,jit,47779.46354
20104618,aot,47703.9486
20104618,native,47847.50246
19387011,jit,46843.75332
19387011,aot,46906.12592
19387011,native,46842.82975
19845269,jit,45788.1849
19845269,aot,45817.33057
19845269,native,45801.53452
19845775,jit,50206.56141
19845775,aot,50104.34491
19845775,native,50129.44267
20178044,jit,48433.52482
20178044,aot,48465.08768
20178044,native,48338.82767
20316097,jit,48545.9037
20316097,aot,48516.22969
20316097,native,48643.0489
20157305,jit,45295.8831
20157305,aot,45221.43554
20157305,native,45171.9778
19478222,jit,46735.80983
19478222,aot,46606.77582
19478222,native,46684.14281
20133454,jit,46702.96875
20133454,aot,46736.27342
20133454,native,46624.96175
19458750,jit,47688.8795
19458750,aot,47711.18274
19458750,native,47685.91027
19886550,jit,43959.13665
19886550,aot,44038.13847
19886550,native,43949.08411
19771695,jit,56968.72332
19771695,aot,56782.97063
19771695,native,56876.44962
20081141,jit,47199.8336
20081141,aot,46941.21552
20081141,native,46924.07336
19115084,jit,45534.43705
19115084,aot,45522.08594
19115084,native,45550.88851
20285199,jit,47445.99316
20285199,aot,47393.13606
20285199,native,47325.03766
20229395,jit,47465.67389
20229395,aot,47430.11733
20229395,native,47365.09118
20197178,jit,44275.97832
20197178,aot,44180.64742
20197178,native,44317.04324
19848244,jit,45816.20505
19848244,aot,45891.17703
19848244,native,45813.84207
19185067,jit,46544.68322
19185067,aot,46485.14493
19185067,native,46428.00587
19980107,jit,46140.54245
19980107,aot,46073.49342
19980107,native,46165.80714
20235168,jit,49990.72254
20235168,aot,49845.75883
20235168,native,49953.06234
19742970,jit,46164.14221
19742970,aot,46215.46636
19742970,native,46146.61258
19481186,jit,44497.41269
19481186,aot,44558.8431
19481186,native,44497.53955
19257987,jit,46302.50412
19257987,aot,46503.96367
19257987,native,46301.69067
19542844,jit,45262.56693
19542844,aot,45198.27443
19542844,native,45141.99458
20240396,jit,46169.94757
20240396,aot,45962.18924
20240396,native,45893.42454
19898663,jit,45037.68006
19898663,aot,44988.45927
19898663,native,45086.76355
19990092,jit,48145.92468
19990092,aot,48147.69791
19990092,native,48260.90951
19688247,jit,44698.77425
19688247,aot,44792.01714
19688247,native,48532.84656
20009676,jit,46042.25175
20009676,aot,46006.49095
20009676,native,45943.07166
19390303,jit,46958.65641
19390303,aot,46931.1262
19390303,native,46911.11645
19506051,jit,49900.54063
19506051,aot,50007.33732
19506051,native,49954.71096
20038214,jit,46401.94222
20038214,aot,46380.13469
20038214,native,46401.48472
20328504,jit,53037.41478
20328504,aot,52887.94662
20328504,native,52969.98921
20182256,jit,46804.84682
20182256,aot,46795.09165
20182256,native,46791.17511
20046390,jit,48626.45395
20046390,aot,48844.36169
20046390,native,48742.9809
20087710,jit,47132.82771
20087710,aot,47188.33628
20087710,native,47142.71299
20023752,jit,68076.70262
20023752,aot,68166.8571
20023752,native,68137.16634
20182847,jit,46628.35913
20182847,aot,46558.04359
20182847,native,46609.9702
19699439,jit,50117.99366
19699439,aot,49945.63979
19699439,native,49993.19618
20096780,jit,47754.92892
20096780,aot,47749.36793
20096780,native,47715.955
20101667,jit,58683.7983
20101667,aot,58427.68842
20101667,native,58379.1948
19056269,jit,52700.58486
19056269,aot,52602.47287
19056269,native,52615.17286
19154400,jit,45093.59702
19154400,aot,44868.64007
19154400,native,44838.67988
19675235,jit,45446.33113
19675235,aot,45474.24005
19675235,native,45594.49933
19433952,jit,50104.55566
19433952,aot,49817.18398
19433952,native,49880.19715
19010760,jit,50620.5983
19010760,aot,50562.84853
19010760,native,50654.23673
20326353,jit,49102.44969
20326353,aot,48945.54265
20326353,native,48911.13802
20314444,jit,47944.55234
20314444,aot,48155.40166
20314444,native,48040.64354
19938950,jit,46794.88277
19938950,aot,46820.9396
19938950,native,46777.57568
19920524,jit,46924.18095
19920524,aot,46908.33027
19920524,native,46971.86889
20224810,jit,47173.94929
20224810,aot,47237.72981
20224810,native,47070.99427
19973713,jit,53177.25926
19973713,aot,53189.63382
19973713,native,53131.56751
19552889,jit,49167.17478
19552889,aot,49015.61847
19552889,native,49050.10216
20107877,jit,58369.33929
20107877,aot,58524.192
20107877,native,58307.31215
19547087,jit,45553.82205
19547087,aot,45525.50649
19547087,native,45397.70097
19221742,jit,48003.05962
19221742,aot,47976.21794
19221742,native,48057.63942
19661833,jit,45847.04667
19661833,aot,45853.24178
19661833,native,45884.02312
19922491,jit,46850.80369
19922491,aot,47022.41725
19922491,native,46857.16309
19725347,jit,48177.21013
19725347,aot,48162.00524
19725347,native,48024.55847
20028707,jit,45814.96582
20028707,aot,46287.70716
20028707,native,46010.82114
19480080,jit,45552.6159
19480080,aot,45375.63061
19480080,native,45439.653
19456658,jit,49334.34259
19456658,aot,49333.44352
19456658,native,49641.47824
19376744,jit,45014.49653
19376744,aot,45019.3664
19376744,native,45002.93192
19030899,jit,51860.06235
19030899,aot,51795.90035
19030899,native,51801.54021
19270249,jit,49103.39773
19270249,aot,49240.65587
19270249,native,49128.53545
19088685,jit,47191.56959
19088685,aot,47056.47676
19088685,native,47088.97175
19842314,jit,48323.45932
19842314,aot,48279.55658
19842314,native,48042.94231
19217624,jit,50180.94959
19217624,aot,49776.77191
19217624,native,49625.42208
20261992,jit,46706.21721
20261992,aot,46769.27109
20261992,native,46688.76982
19638530,jit,51836.90101
19638530,aot,51490.42693
19638530,native,51515.09372
19984766,jit,43631.29835
19984766,aot,43403.92485
19984766,native,43413.43239
19513065,jit,45910.77797
19513065,aot,45961.50058
19513065,native,45886.12169
20178919,jit,45292.15389
20178919,aot,45338.94033
20178919,native,45293.64803
19691511,jit,45279.58762
19691511,aot,45191.18772
19691511,native,45155.46193
19271950,jit,49157.6423
19271950,aot,49144.8463
19271950,native,49071.58472
19249204,jit,44813.24993
19249204,aot,45265.4879
19249204,native,44951.0617
19572190,jit,48464.37115
19572190,aot,48541.07156
19572190,native,48420.97993
19498480,jit,45363.52773
19498480,aot,45481.78105
19498480,native,45435.89248
19813200,jit,45925.44141
19813200,aot,46331.05354
19813200,native,45948.40933
19133361,jit,50214.04422
19133361,aot,50022.67345
19133361,native,50023.12024
19167518,jit,46656.94192
19167518,aot,46677.98236
19167518,native,46582.16384
19583643,jit,47295.04636
19583643,aot,47241.89953
19583643,native,47264.44904
19539350,jit,45685.89656
19539350,aot,45637.87325
19539350,native,45582.28224
20359470,jit,46463.37111
20359470,aot,46486.7973
20359470,native,46413.92834
19519110,jit,55376.66402
19519110,aot,55326.08213
19519110,native,55504.75329
20026876,jit,45401.94426
20026876,aot,45111.61587
20026876,native,45579.36319
19181853,jit,44885.82449
19181853,aot,44737.78862
19181853,native,44896.17454
19743780,jit,45678.05097
19743780,aot,45528.11025
19743780,native,45537.64895
19454125,jit,45816.47705
19454125,aot,45795.30311
19454125,native,45917.20164
20268938,jit,55676.58361
20268938,aot,55919.82746
20268938,native,55604.94161
20315552,jit,50890.69681
20315552,aot,50739.93829
20315552,native,50702.13279
20183536,jit,48290.66297
20183536,aot,48168.12609
20183536,native,48278.81553
19038955,jit,44409.2777
19038955,aot,44223.35849
19038955,native,44261.27921
19148084,jit,51578.4889
19148084,aot,51531.42005
19148084,native,51399.96051
19645683,jit,48439.00504
19645683,aot,48194.48363
19645683,native,48204.18779
20356073,jit,58545.02667
20356073,aot,58386.93279
20356073,native,58368.57265
20013274,jit,46324.70694
20013274,aot,46477.84257
20013274,native,46386.38354
19189434,jit,44971.79885
19189434,aot,44794.06163
19189434,native,44892.82194
19188669,jit,47165.44494
19188669,aot,47354.14308
19188669,native,47179.99395
19516987,jit,47959.74294
19516987,aot,47925.73583
19516987,native,47899.56445
19946036,jit,49414.69398
19946036,aot,49812.93792
19946036,native,49336.4169
19044087,jit,45030.07349
19044087,aot,44986.89032
19044087,native,45064.65832
19262529,jit,46080.21173
19262529,aot,46100.22059
19262529,native,46220.79182
19380491,jit,47070.07496
19380491,aot,46814.69913
19380491,native,46822.50689
19774489,jit,46171.76593
19774489,aot,46221.19859
19774489,native,45976.74221
20166827,jit,47393.88671
20166827,aot,47356.11862
20166827,native,47237.02008
20184754,jit,44845.38832
20184754,aot,44844.78315
20184754,native,44921.63545
20235758,jit,46538.72669
20235758,aot,46570.28093
20235758,native,46385.53863
19200674,jit,48762.07395
19200674,aot,48817.4347
19200674,native,48814.77064
19699773,jit,46477.33684
19699773,aot,46223.96911
19699773,native,46207.28884
19149312,jit,46095.29174
19149312,aot,46186.55851
19149312,native,46050.42357
19574125,jit,47035.61323
19574125,aot,47243.52693
19574125,native,47051.80128
19770620,jit,45313.73405
19770620,aot,45285.78323
19770620,native,45308.6985
19923761,jit,45563.85386
19923761,aot,45568.16706
19923761,native,45464.15827
19102501,jit,46961.80384
19102501,aot,46881.06644
19102501,native,46859.77373
19917782,jit,46999.77075
19917782,aot,47001.84391
19917782,native,46947.14554
19085247,jit,43367.20297
19085247,aot,43401.70694
19085247,native,43332.80381
20096765,jit,52694.85083
20096765,aot,52693.45941
20096765,native,52797.10574
19377189,jit,45790.61558
19377189,aot,45799.70464
19377189,native,45757.20666
19475674,jit,60477.93849
19475674,aot,60336.60874
19475674,native,60398.22222
20195788,jit,44618.87115
20195788,aot,44782.4727
20195788,native,44613.45768
19650865,jit,45998.53923
19650865,aot,46083.80168
19650865,native,45990.12818
19559273,jit,55071.68428
19559273,aot,54749.32502
19559273,native,54607.8353
19392468,jit,46262.97396
19392468,aot,46213.4586
19392468,native,46248.34468
19125379,jit,47600.9031
19125379,aot,47708.04699
19125379,native,47598.36309
19330908,jit,44730.41958
19330908,aot,44849.42715
19330908,native,44819.58191
19363608,jit,48209.09261
19363608,aot,48249.6331
19363608,native,48207.12169
20150836,jit,67249.0317
20150836,aot,67229.24896
20150836,native,67075.20239
19270639,jit,44653.26699
19270639,aot,44643.45252
19270639,native,44580.60491
19289748,jit,55208.47859
19289748,aot,49645.35245
19289748,native,49811.7201
19573788,jit,45803.19726
19573788,aot,45669.70434
19573788,native,45686.03686
19713689,jit,49391.14466
19713689,aot,49379.76358
19713689,native,49352.55974
19252159,jit,46482.62347
19252159,aot,46110.64377
19252159,native,46227.85355
19256199,jit,47339.82095
19256199,aot,47389.8251
19256199,native,47593.9683
20070256,jit,47443.95962
20070256,aot,47460.34896
20070256,native,47366.53018
19162892,jit,113475.79119
19162892,aot,113665.84244
19162892,native,113624.15805
19892109,jit,46219.3571
19892109,aot,46265.90528
19892109,native,46166.36964
20004890,jit,46718.40847
20004890,aot,46598.12547
20004890,native,46784.93022
19051478,jit,59095.07014
19051478,aot,59261.23228
19051478,native,59275.84017
19407594,jit,53237.06751
19407594,aot,53239.56488
19407594,native,53152.80115
19986244,jit,46009.11433
19986244,aot,45959.05859
19986244,native,45975.0982
20015648,jit,46240.80113
20015648,aot,46423.969
20015648,native,46216.19158
