id,run_type,exe_time,err
20666432,native,37702611.42477876,
20663750,native,42241147.018867925,
20664921,native,32260420.62937063,
20666890,native,59387024.946666665,
20665250,native,45093929.96039604,
20664312,native,32716775.344827585,
20666375,native,29300877.834355827,
20663609,native,54873230.18072289,
20664968,native,23878497.485436894,
20667875,native,35499561.683823526,
20664218,native,50180219.29032258,
20666444,native,31556167.92948718,
20663375,native,30978918.54658385,
20664956,native,27811808.2,
20667125,native,69386354.92424242,
20663890,native,51706117.75789474,
20666421,native,44414030.63716814,
20666843,native,58349158.26506024,
20663562,native,24983808.585365854,
20663843,native,27253808.043010753,
20665062,native,22818914.68,
20664500,native,40320380.696,
20663656,native,37837193.39849624,
20663491,native,28434251.694444444,
20664938,native,5895403.67431694,
20666562,native,41239279.89830509,
20663937,native,40215473.46825397,
20663773,native,34493646.972972974,
20663468,native,51432100.229166664,
20664950,native,37958042.38518518,
20664898,native,43719498.905172415,
20666468,native,45655480.09009009,
20666750,native,35673654.08219178,
20664171,native,23835454.57522124,
20663515,native,44104318.12173913,
20664932,native,30166770.119318184,
20664687,native,18856338.88659794,
20663796,native,48960918.62857143,
20663866,native,54676292.666666664,
20664944,native,46844728.415929206,
20666000,native,53899190.571428575,
20664125,native,27167513.71641791,
20665625,native,60073103.129411764,
20666937,native,70441695.92,
20668625,native,46189120.415254235,
20664886,native,37491222.19594595,
20664875,native,92019434.78333333,
20663610,native,29145093.613333333,
20665251,native,49927854.427083336,
20666891,native,64303787.38356164,
20666433,native,46246135.300884955,
20663751,native,44525533.867256634,
20664126,native,43013530.58947369,
20663797,native,26197177.43478261,
20667876,native,41437134.84347826,
20664969,native,31759218.209150326,
20664501,native,45855676.42718446,
20666376,native,36787017.13235294,
20663376,native,30130805.153374232,
20666001,native,33474832.89230769,
20664219,native,24171024.184834123,
20666422,native,3307597.8446920053,
20666844,native,19502265.54901961,
20664957,native,42591248.71551724,
20663891,native,45382878.518518515,
20664313,native,45299294.8018018,
20663657,native,25032857.984848484,
20664922,native,44914076.612068966,
20664951,native,37182806.08396947,
20667126,native,61654448.3125,
20666751,native,47405835.53,
20665063,native,5582333.940604752,
20663563,native,34725505.3630137,
20664899,native,36707975.8,
20663469,native,25619386.555555556,
20663516,native,37505414.51145038,
20664939,native,62723318.02666666,
20666469,native,32515570.025641024,
20666445,native,64629040.84210526,
20663938,native,62007347.0375,
20666563,native,41159196.52,
20663844,native,63444951.925925925,
20664933,native,33509333.13245033,
20663867,native,30427250.55900621,
20664172,native,51494622.739583336,
20664688,native,72712657.91803278,
20663774,native,36557255.26573426,
20664945,native,31433073.721518986,
20668626,native,16485708.209150327,
20663492,native,54088084.071428575,
20666938,native,43449313.26956522,
20664887,native,30318381.605882354,
20665626,native,30418101.470588237,
20664876,native,40739559.17073171,
20665252,native,32095634.212328766,
20663611,native,36392309.676470585,
20663845,native,41029651.49504951,
20666892,native,31562275.254545454,
20667877,native,36855358.41304348,
20664127,native,42766242.73553719,
20663377,native,18027866.750877194,
20666434,native,30050404.75,
20663868,native,59416938.4,
20663752,native,36001897.66891892,
20664958,native,40445169.28,
20664502,native,50507986.396039605,
20664220,native,44437876.3539823,
20666377,native,59067822.03409091,
20666002,native,63448728.061728396,
20666939,native,39094716.817391306,
20666752,native,52241247.90625,
20664940,native,7756315.2287878785,
20664970,native,65017166.88888889,
20664314,native,30149796.194285713,
20663775,native,27214342.56111111,
20663658,native,56564800.87912088,
20666845,native,46315495.17391305,
20663798,native,52448422.8,
20667127,native,34256747.97385621,
20666423,native,65639552.62820513,
20664952,native,41590968.1640625,
20663517,native,33511384.378205128,
20666564,native,38842124.29007634,
20663892,native,51734453.24761905,
20664934,native,58317896.02325582,
20664923,native,38031253.90909091,
20663564,native,34934009.09803922,
20665064,native,68390993.46052632,
20666446,native,43404509.24793389,
20664689,native,32691594.45625,
20663493,native,24933870.82926829,
20666470,native,39054365.36296296,
20664173,native,35532600.54109589,
20663470,native,43458610.333333336,
20664946,native,29885211.14285714,
20668627,native,60323780.28235294,
20663939,native,45496810.53333333,
20665627,native,73177620.7,
20664877,native,37190475.407692306,
20664900,native,32179400.816216215,
20664888,native,60140987.406976745,
20663612,native,37908059.65384615,
20665253,native,41185157.3125,
20664959,native,32218369.297872342,
20663846,native,28907787.26857143,
20666435,native,33313803.6993007,
20664128,native,34286407.25714286,
20666893,native,46275713.82727273,
20667878,native,49063779.1980198,
20664503,native,33056572.114864863,
20666378,native,50135979.8,
20663869,native,33851505.19178082,
20664221,native,37508299.624060154,
20664971,native,29640090.503067486,
20663753,native,33545823.059602648,
20663378,native,64448106.08974359,
20664935,native,58114193.73076923,
20667128,native,18993912.16091954,
20666003,native,35993997.5177305,
20665065,native,50247912.8,
20664315,native,45646986.05555555,
20666940,native,59038195.94186047,
20666846,native,37938695.977443606,
20663518,native,55860193.72093023,
20663893,native,49125005.79207921,
20664924,native,29255177.282352943,
20666424,native,50457159.32653061,
20666753,native,24225678.01818182,
20666447,native,31643078.941935483,
20666471,native,30702959.639240507,
20663471,native,23356799.23809524,
20663799,native,41460924.33884297,
20663776,native,37747185.864285715,
20663494,native,15249375.357142856,
20666565,native,70833269.9859155,
20664690,native,37535751.44360902,
20664174,native,46634201.73584906,
20663659,native,47505079.72072072,
20663940,native,32687327.526666667,
20664953,native,38114664.592857145,
20664889,native,22640157.533980582,
20663565,native,49475015.126213595,
20664941,native,70318900.72,
20665628,native,9637703.372093024,
20668628,native,39256794.224,
20664878,native,33087507.606666666,
20664901,native,49150852.14,
20664947,native,54818785.96,
20663613,native,23507099.91079812,
20665254,native,22297293.243119266,
20664504,native,33387503.12030075,
20664960,native,12420567.4044665,
20664129,native,37827932.71428572,
20663847,native,53642933.204301074,
20663519,native,43135580.26213592,
20664222,native,39179746.224,
20666436,native,29149053.994475137,
20664972,native,34782558.237762235,
20666004,native,35134548.97058824,
20666472,native,40345626.345132746,
20666894,native,33801209.16339869,
20667879,native,36265295.5319149,
20663754,native,33343437.96,
20666847,native,52229108.26136363,
20663870,native,51611928.091836736,
20666754,native,22327052.644549765,
20666425,native,1705285.5560648802,
20663894,native,37925204.84552845,
20666379,native,30864307.605882354,
20666941,native,37622725.9453125,
20664936,native,35644066.27972028,
20664175,native,21436291.63255814,
20663379,native,38386116.515384614,
20666448,native,35960782.872180454,
20664316,native,30182788.38554217,
20667129,native,51123810.428571425,
20665066,native,46807147.55855856,
20663495,native,99384557.93023255,
20663472,native,39149382.064,
20664691,native,33979631.93103448,
20664942,native,46013899.27722772,
20665629,native,36004105.83206107,
20664954,native,28384496.369942196,
20664925,native,41816782.27642276,
20663566,native,40541154.44166667,
20666566,native,22956807.52888889,
20663800,native,38774912.54961832,
20663660,native,29761340.29142857,
20663941,native,61237588.71084338,
20668629,native,42758450.31896552,
20664879,native,31990010.05882353,
20664890,native,14658670.573407203,
20663777,native,43443744.472,
20664902,native,44627058.641509436,
20664948,native,42988963.6637931,
20664130,native,42701171.208333336,
20664961,native,61660138.61445783,
20664505,native,37068126.27586207,
20663614,native,81772189.4923077,
20665255,native,64469763.56790123,
20663755,native,54816638.87209302,
20666380,native,38537528.82644628,
20666895,native,55800277.2,
20663848,native,23231180.80869565,
20663520,native,30462932.12352941,
20666848,native,38136424.16793893,
20667880,native,39944133.64285714,
20664223,native,33679057.10967742,
20664973,native,37754002.44444445,
20663895,native,50900071.23469388,
20663871,native,41925148.89256199,
20664176,native,39886229.712,
20666473,native,70964471.22535211,
20666437,native,72996683.8,
20664317,native,34202288.777027026,
20664937,native,28324622.158469945,
20663380,native,39201968.86153846,
20666426,native,58139788.22727273,
20663496,native,32170735.839743588,
20666005,native,56001882.229166664,
20664692,native,40831423.51239669,
20666755,native,49996512.7037037,
20664943,native,25402014.870646767,
20666449,native,52359418.11881188,
20665067,native,43360813.56779661,
20663567,native,42396265.415254235,
20665630,native,49965875.53465346,
20667130,native,4884710.432599119,
20664903,native,25333215.738219894,
20664955,native,42179575.69105691,
20666942,native,72012812.67105263,
20663473,native,56201381.17204301,
20663661,native,40842888.625,
20663801,native,52362275.6,
20663942,native,45536599.95689655,
20664880,native,31705503.251461986,
20664926,native,39035317.755244754,
20664891,native,52172178.96039604,
20666567,native,49741792.25663717,
20668630,native,44964221.015625,
20663778,native,41502623.44360902,
20664949,native,50621494.70476191,
20665256,native,32749970.75,
20664962,native,27891554.566666666,
20663521,native,57196207.8,
20666381,native,35273241.847826086,
20663896,native,36182989.692307696,
20664506,native,30472153.34117647,
20663615,native,31573074.777108435,
20664131,native,31444128.38596491,
20667881,native,38793178.21875,
20664224,native,36418005.42962963,
20666849,native,32833600.0,
20663756,native,30526151.895953756,
20663849,native,68575644.89041096,
20666896,native,45552474.112068966,
20664318,native,33107933.94,
20664177,native,38966198.2578125,
20666438,native,4731616.548387097,
20664974,native,55816271.384615384,
20669000,native,54155716.4,
20663872,native,43081555.46666667,
20666474,native,29238392.247191012,
20666450,native,41099090.788135596,
20666006,native,2624480.823857868,
20667131,native,30195115.721518986,
20663474,native,42698786.56190476,
20663503,native,34157259.4751773,
20663497,native,79375941.95081967,
20664693,native,46246850.00925926,
20666943,native,31276920.30666667,
20666427,native,41112110.064,
20663568,native,18691954.657894738,
20665631,native,46332806.93333333,
20664904,native,33817295.63013699,
20665068,native,36239776.71428572,
20666756,native,62364829.85185185,
20663381,native,58318861.92473118,
20663943,native,41449929.95652174,
20663802,native,23250960.690140843,
20665156,native,71686445.02857143,
20663662,native,17670228.618243244,
20664927,native,27850445.038674034,
20664892,native,49060948.475247525,
20668631,native,22205184.964444444,
20666568,native,42043092.97457627,
20664148,native,44282209.40909091,
20663779,native,40255411.2890625,
20664881,native,41963422.4962406,
20665257,native,30154526.385093167,
20663522,native,62176669.39726027,
20663897,native,26684188.566666666,
20666382,native,42337850.139130436,
20664963,native,42824177.74137931,
