id,run_type,exe_time,err
20665460,native,31281287.36764706,
20663656,native,37532151.317073174,
20663617,native,30045433.506329115,
20666000,native,53159293.5,
20663609,native,58613788.0131579,
20667500,native,39883175.27118644,
20666750,native,34372373.97142857,
20664406,native,25748738.652631577,
20667875,native,35386197.14492754,
20663632,native,35941227.19259259,
20664300,native,27241622.639344264,
20664125,native,24965254.901477832,
20666398,native,33996642.64383562,
20664500,native,40695439.81300813,
20665531,native,21090114.63485477,
20665812,native,31736410.32278481,
20664288,native,19466510.32962963,
20665296,native,35609929.81560284,
20667312,native,34476139.533783786,
20665448,native,37113724.177777775,
20663562,native,24099523.467592593,
20663614,native,80930539.18867925,
20666468,native,44717715.24324324,
20665250,native,44115029.68141593,
20663375,native,29558843.485714287,
20664312,native,32295917.6875,
20665437,native,54981817.48863637,
20665343,native,45798356.1,
20663750,native,42174791.53719008,
20666421,native,47152623.34234234,
20665442,native,14632632.616621984,
20664171,native,24085949.595555555,
20664265,native,40172956.136,
20663468,native,50376477.43564356,
20666375,native,32462930.558282208,
20666562,native,40768083.69918699,
20664241,native,48876558.047619045,
20663620,native,46032338.576576576,
20663937,native,41187119.34375,
20664136,native,54638774.58947369,
20665484,native,46367528.35135135,
20665439,native,48830321.53636364,
20665625,native,57146134.45454545,
20664148,native,45749314.112068966,
20664218,native,51905530.83168317,
20664875,native,84167101.8,
20667125,native,75483216.59154929,
20664407,native,29411553.16,
20665461,native,37275119.35507246,
20663633,native,23179120.7960199,
20665251,native,48728117.989247315,
20663610,native,28967917.92,
20663618,native,37056720.5,
20663657,native,25276545.819512196,
20665443,native,67835025.53968254,
20667501,native,26537838.352040816,
20665438,native,50587149.258064516,
20664501,native,45533804.0,
20664313,native,44574293.057142854,
20666399,native,16182385.98392283,
20663938,native,63059334.45714286,
20663563,native,34582201.765957445,
20664126,native,43554427.876106195,
20665449,native,33746164.67808219,
20664301,native,38945131.096,
20666751,native,47352817.4537037,
20664149,native,31534035.83561644,
20665344,native,24540021.98507463,
20665532,native,36893579.496296294,
20665626,native,29166132.91411043,
20665813,native,37826730.270676695,
20666469,native,32510084.397435896,
20666001,native,37067048.40559441,
20666422,native,3153533.03930131,
20663376,native,29238250.843930636,
20665297,native,27744008.505376343,
20663469,native,25323148.863636363,
20667876,native,43258593.94308943,
20665485,native,29598833.32142857,
20665440,native,26278392.85340314,
20664242,native,34815036.53793103,
20664289,native,48802329.68571428,
20663615,native,32053763.421686746,
20664172,native,49804116.633663364,
20666563,native,40249382.176923074,
20663621,native,48983620.61904762,
20664219,native,24063616.279069766,
20663751,native,42747392.61904762,
20664137,native,46994504.55855856,
20664876,native,40580163.768,
20664266,native,38424046.132867135,
20667313,native,54458632.22330097,
20666376,native,42036052.71111111,
20667126,native,62381282.8117647,
20665462,native,26205425.110526316,
20664408,native,37137448.56521739,
20664314,native,29303868.80981595,
20663619,native,31302353.692307692,
20665533,native,35867037.46564885,
20666470,native,36439153.1171875,
20665444,native,33758470.75675676,
20667502,native,40163964.682926826,
20665252,native,33100757.0,
20665627,native,71099659.06060606,
20663611,native,37921409.98550725,
20665441,native,50517143.03296703,
20663377,native,17662217.03533569,
20666400,native,43220099.87288135,
20663658,native,57132651.417582415,
20664302,native,35983564.120567374,
20665345,native,46572092.324074075,
20666002,native,68759547.46478873,
20666752,native,51313680.95918367,
20663634,native,57355006.10843374,
20665814,native,36496684.63829787,
20663939,native,43375635.52892562,
20665450,native,36445311.53793103,
20664150,native,47398376.7962963,
20665298,native,26425398.138461538,
20666937,native,64921075.0125,
20666423,native,66779464.69863014,
20663564,native,36008161.6,
20667877,native,37109018.60869565,
20664173,native,35940342.96453901,
20663470,native,41388412.14285714,
20664127,native,46763599.788135596,
20664502,native,55204990.33,
20666564,native,39013082.13846154,
20664243,native,29579585.755681816,
20663622,native,47592945.70476191,
20664290,native,26783560.81632653,
20664220,native,44359163.94594595,
20664138,native,41173645.20661157,
20665486,native,47492752.39622641,
20663616,native,49554572.905660376,
20663752,native,36268307.6,
20664877,native,35842080.538461536,
20667127,native,34432412.0,
20667314,native,40745177.047619045,
20664267,native,47465037.94444445,
20666377,native,62431325.36046512,
20665463,native,48785721.56,
20666003,native,35815216.36585366,
20664409,native,35826377.092857145,
20666843,native,59608012.8,
20665253,native,41045077.2,
20667503,native,35800568.96240602,
20665445,native,28831098.202312138,
20663659,native,44503789.68867925,
20665534,native,37105365.7443609,
20665628,native,9653058.007648183,
20666471,native,29892895.572254334,
20663940,native,32799371.239726026,
20663612,native,38417812.83846154,
20664315,native,51480850.86407767,
20666401,native,35637028.93571428,
20665346,native,31179207.1375,
20665815,native,18310067.418181818,
20667878,native,52492227.666666664,
20663378,native,64661804.18666667,
20664306,native,40641735.512195125,
20664303,native,55180010.23076923,
20663623,native,30358659.846153848,
20663635,native,44387642.63063063,
20664139,native,24848256.785340313,
20666753,native,23447874.121076234,
20664128,native,32956329.16891892,
20663471,native,22924140.662037037,
20665299,native,50982290.6122449,
20666938,native,44627219.7027027,
20664221,native,37820592.57936508,
20665451,native,34439495.13333333,
20664151,native,46688934.13636363,
20664244,native,21849100.35964912,
20666424,native,51361249.0,
20664174,native,46569364.7962963,
20664291,native,34720627.39310345,
20665487,native,31995138.215686273,
20667128,native,19410632.72244898,
20666565,native,67142060.58666667,
20667315,native,38151241.6446281,
20664503,native,34721231.30065359,
20663753,native,32976510.535947714,
20664268,native,26068192.232432432,
20665906,native,47661263.44444445,
20663565,native,55166249.281553395,
20664878,native,34797469.196078435,
20666378,native,49918191.81553398,
20665464,native,29168722.204545453,
20663624,native,46639928.989247315,
20665446,native,33878268.79452055,
20666004,native,36167976.797202796,
20664129,native,38516927.31896552,
20664410,native,19316155.384892087,
20665254,native,21002712.824,
20665629,native,36856966.43571428,
20666844,native,20127935.803703703,
20667504,native,33807846.6875,
20666402,native,16452086.549019609,
20663660,native,27983771.83246073,
20666472,native,40921472.690476194,
20665535,native,36455171.69178082,
20663613,native,24206494.662037037,
20664316,native,31325331.13253012,
20667879,native,37207061.183823526,
20664307,native,25142120.24,
20665347,native,32099132.689440995,
20664222,native,40738980.53333333,
20666425,native,1750551.1868547832,
20665816,native,64917619.70512821,
20665300,native,54309281.04301076,
20666754,native,22422909.627705626,
20663379,native,39129959.36296296,
20665452,native,53088095.020833336,
20664269,native,32383063.21917808,
20664175,native,21695437.580508474,
20667316,native,22897607.125581395,
20664245,native,54622251.406593405,
20666939,native,41313474.4453125,
20664292,native,31641864.265822783,
20663941,native,62832495.55681818,
20664152,native,44315539.576271184,
20663472,native,40211211.93984962,
20664140,native,45588831.60169491,
20664304,native,39182420.46376812,
20663636,native,27265907.855,
20665488,native,42138887.70731708,
20664504,native,37334310.11029412,
20665907,native,42535856.182608694,
20663754,native,34267012.821192056,
20664879,native,31961185.165562913,
20667129,native,52471671.22448979,
20666379,native,29212377.98064516,
20666566,native,22002668.324,
20663566,native,42802621.5785124,
20665465,native,49263246.01941747,
20665447,native,36292224.02205882,
20663625,native,36630479.066176474,
20665348,native,35404732.2406015,
20665630,native,50720194.21875,
20664130,native,44364955.5,
20666005,native,52942617.572916664,
20664411,native,46786188.3,
20665536,native,34887894.152173914,
20666403,native,76067479.46031746,
20666845,native,44399637.88695652,
20667880,native,40223424.52892562,
20663661,native,41027003.42276423,
20665817,native,33353257.74657534,
20667505,native,45574913.628318585,
20665255,native,67317434.3076923,
20665301,native,33559289.61643836,
20664317,native,35357738.096551724,
20664270,native,35452506.44444445,
20666473,native,71534030.36619718,
20666755,native,47620491.79047619,
20664223,native,33418104.096774194,
20664453,native,40548299.48,
20664308,native,47877536.443396226,
20664880,native,31505472.12328767,
20666426,native,56264079.375,
20664505,native,37146052.42063492,
20663380,native,39061084.51908397,
20664176,native,40248672.365079366,
20664153,native,30008502.011764705,
20664246,native,34532608.32,
20665453,native,27217891.295918368,
20664293,native,39503551.65648855,
20665908,native,38132683.5078125,
20666940,native,60199415.08139535,
20667317,native,40037993.847328246,
20665489,native,29822616.17261905,
20663473,native,57617163.32941177,
20664141,native,53470898.083333336,
20663942,native,49219430.80555555,
