id,run_type,exe_time,err
20663494,native,16585778.742857143,
20663398,native,56569585.27941176,
20663375,native,33288353.86754967,
20664125,native,30529681.157894738,
20663738,native,94629054.86842105,
20663471,native,28871124.735751294,
20663509,native,47017572.83809524,
20663468,native,77351020.08928572,
20663562,native,28586950.12,
20663479,native,99607395.41666667,
20664312,native,46549076.224,
20666375,native,36994468.07594936,
20663473,native,111845225.36363636,
20663491,native,34691669.21176471,
20663482,native,42088502.646153845,
20663691,native,63075898.155555554,
20663481,native,47619528.71428572,
20663703,native,36669351.78857143,
20663492,native,75604597.57575758,
20663485,native,91593546.4528302,
20663421,native,81203855.75471698,
20664218,native,103140856.90697674,
20663486,native,21059759.473846152,
20663469,native,35326045.37894737,
20663609,native,95548156.66666667,
20663480,native,66878824.64705882,
20663503,native,47839186.708333336,
20663483,native,40469489.355421685,
20663515,native,58742401.2,
20663714,native,108349416.05555555,
20663497,native,159234658.19230768,
20664171,native,31894528.40825688,
20663656,native,56727980.895652175,
20663667,native,35060514.995024875,
20663506,native,46697431.76428571,
20663444,native,56996275.2735849,
20663472,native,70234395.65116279,
20664593,native,66855925.71428572,
20664687,native,28496812.62406015,
20663750,native,61976767.72448979,
20663495,native,202884748.95238096,
20663726,native,90413549.53333333,
20663488,native,75153671.93023255,
20663493,native,38936784.46766169,
20664500,native,60054708.83478261,
20663470,native,62136780.45045045,
20664875,native,112273209.075,
20663679,native,77048509.20833333,
20664640,native,4089165.715628672,
20663694,native,66326829.65,
20663510,native,50775331.27710843,
20664126,native,63584489.49315068,
20663739,native,26611622.011049725,
20663697,native,82610914.26470588,
20663484,native,61801792.62068965,
20663376,native,44271668.32,
20663632,native,46346749.705882356,
20664219,native,39518383.556603774,
20663399,native,57934467.13265306,
20663585,native,39694473.62037037,
20663474,native,69495437.26153846,
20663489,native,55440847.53333333,
20664663,native,44544684.84210526,
20664265,native,50927765.35714286,
20663504,native,37679033.307692304,
20663685,native,60298523.38666666,
20664172,native,65955764.44444445,
20663456,native,52798179.37647059,
20663682,native,79700052.72413793,
20663498,native,54978156.675,
20663422,native,43205786.5945946,
20663507,native,60504615.17142857,
20663732,native,65594768.0,
20663487,native,61804378.078947365,
20666376,native,58035466.41935484,
20663496,native,50743633.04545455,
20663563,native,54545582.858490564,
20663668,native,40198210.890625,
20667875,native,61240343.29032258,
20664594,native,48515159.82653061,
20664876,native,62474543.823529415,
20663680,native,59272882.67901234,
20663704,native,69503361.525,
20663735,native,49605742.93333333,
20663727,native,50790600.741935484,
20664501,native,66712481.51428571,
20663610,native,42967536.2481203,
20663445,native,25595158.063636363,
20664688,native,120291129.36585365,
20663516,native,64368514.78888889,
20663692,native,89623111.5479452,
20664313,native,76519427.63636364,
20663657,native,35936558.617142856,
